Ticker,historical,address1,address2,city,state,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,marketState,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,prevName,nameChangeDate,averageAnalystRating,hasPrePostMarketData,firstTradeDateMilliseconds,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,trailingPegRatio,dividendRate,dividendYield,lastDividendValue,lastDividendDate,dividendDate,lastSplitFactor,lastSplitDate,irWebsite,ipoExpectedDate
AAV,"[{""Date"": ""2025-01-02 00:00:00-05:00"", ""Open"": 9.970000267028809, ""High"": 10.0600004196167, ""Low"": 9.859999656677246, ""Close"": 10.039999961853027, ""Volume"": 397800, ""Dividends"": 0.0}, {""Date"": ""2025-01-03 00:00:00-05:00"", ""Open"": 10.039999961853027, ""High"": 10.170000076293945, ""Low"": 9.869999885559082, ""Close"": 9.930000305175781, ""Volume"": 326700, ""Dividends"": 0.0}, {""Date"": ""2025-01-06 00:00:00-05:00"", ""Open"": 10.0, ""High"": 10.180000305175781, ""Low"": 9.949999809265137, ""Close"": 10.130000114440918, ""Volume"": 446900, ""Dividends"": 0.0}, {""Date"": ""2025-01-07 00:00:00-05:00"", ""Open"": 10.149999618530273, ""High"": 10.229999542236328, ""Low"": 10.0, ""Close"": 10.0600004196167, ""Volume"": 500300, ""Dividends"": 0.0}, {""Date"": ""2025-01-08 00:00:00-05:00"", ""Open"": 10.0600004196167, ""High"": 10.350000381469727, ""Low"": 10.0600004196167, ""Close"": 10.300000190734863, ""Volume"": 509600, ""Dividends"": 0.0}, {""Date"": ""2025-01-09 00:00:00-05:00"", ""Open"": 10.300000190734863, ""High"": 10.449999809265137, ""Low"": 10.300000190734863, ""Close"": 10.430000305175781, ""Volume"": 112300, ""Dividends"": 0.0}, {""Date"": ""2025-01-10 00:00:00-05:00"", ""Open"": 10.59000015258789, ""High"": 10.65999984741211, ""Low"": 10.3100004196167, ""Close"": 10.390000343322754, ""Volume"": 311900, ""Dividends"": 0.0}, {""Date"": ""2025-01-13 00:00:00-05:00"", ""Open"": 10.390000343322754, ""High"": 10.489999771118164, ""Low"": 10.039999961853027, ""Close"": 10.050000190734863, ""Volume"": 568300, ""Dividends"": 0.0}, {""Date"": ""2025-01-14 00:00:00-05:00"", ""Open"": 10.039999961853027, ""High"": 10.199999809265137, ""Low"": 10.010000228881836, ""Close"": 10.119999885559082, ""Volume"": 507000, ""Dividends"": 0.0}, {""Date"": ""2025-01-15 00:00:00-05:00"", ""Open"": 10.149999618530273, ""High"": 10.239999771118164, ""Low"": 10.079999923706055, ""Close"": 10.130000114440918, ""Volume"": 877300, ""Dividends"": 0.0}, {""Date"": ""2025-01-16 00:00:00-05:00"", ""Open"": 10.130000114440918, ""High"": 10.130000114440918, ""Low"": 9.789999961853027, ""Close"": 9.899999618530273, ""Volume"": 509500, ""Dividends"": 0.0}, {""Date"": ""2025-01-17 00:00:00-05:00"", ""Open"": 9.890000343322754, ""High"": 10.09000015258789, ""Low"": 9.819999694824219, ""Close"": 10.09000015258789, ""Volume"": 298100, ""Dividends"": 0.0}, {""Date"": ""2025-01-20 00:00:00-05:00"", ""Open"": 10.039999961853027, ""High"": 10.229999542236328, ""Low"": 10.039999961853027, ""Close"": 10.140000343322754, ""Volume"": 110600, ""Dividends"": 0.0}, {""Date"": ""2025-01-21 00:00:00-05:00"", ""Open"": 10.300000190734863, ""High"": 10.380000114440918, ""Low"": 9.979999542236328, ""Close"": 10.119999885559082, ""Volume"": 700800, ""Dividends"": 0.0}, {""Date"": ""2025-01-22 00:00:00-05:00"", ""Open"": 10.300000190734863, ""High"": 10.350000381469727, ""Low"": 10.069999694824219, ""Close"": 10.149999618530273, ""Volume"": 317400, ""Dividends"": 0.0}, {""Date"": ""2025-01-23 00:00:00-05:00"", ""Open"": 10.180000305175781, ""High"": 10.40999984741211, ""Low"": 10.0, ""Close"": 10.029999732971191, ""Volume"": 581500, ""Dividends"": 0.0}, {""Date"": ""2025-01-24 00:00:00-05:00"", ""Open"": 9.989999771118164, ""High"": 9.989999771118164, ""Low"": 9.65999984741211, ""Close"": 9.75, ""Volume"": 517800, ""Dividends"": 0.0}, {""Date"": ""2025-01-27 00:00:00-05:00"", ""Open"": 9.569999694824219, ""High"": 9.6899995803833, ""Low"": 9.3100004196167, ""Close"": 9.430000305175781, ""Volume"": 633700, ""Dividends"": 0.0}, {""Date"": ""2025-01-28 00:00:00-05:00"", ""Open"": 9.479999542236328, ""High"": 9.479999542236328, ""Low"": 9.229999542236328, ""Close"": 9.270000457763672, ""Volume"": 531400, ""Dividends"": 0.0}, {""Date"": ""2025-01-29 00:00:00-05:00"", ""Open"": 9.229999542236328, ""High"": 9.270000457763672, ""Low"": 9.069999694824219, ""Close"": 9.220000267028809, ""Volume"": 585700, ""Dividends"": 0.0}, {""Date"": ""2025-01-30 00:00:00-05:00"", ""Open"": 9.210000038146973, ""High"": 9.289999961853027, ""Low"": 9.15999984741211, ""Close"": 9.239999771118164, ""Volume"": 551200, ""Dividends"": 0.0}, {""Date"": ""2025-01-31 00:00:00-05:00"", ""Open"": 9.270000457763672, ""High"": 9.270000457763672, ""Low"": 9.039999961853027, ""Close"": 9.229999542236328, ""Volume"": 675000, ""Dividends"": 0.0}, {""Date"": ""2025-02-03 00:00:00-05:00"", ""Open"": 9.119999885559082, ""High"": 9.390000343322754, ""Low"": 9.020000457763672, ""Close"": 9.350000381469727, ""Volume"": 590800, ""Dividends"": 0.0}, {""Date"": ""2025-02-04 00:00:00-05:00"", ""Open"": 9.279999732971191, ""High"": 9.350000381469727, ""Low"": 9.1899995803833, ""Close"": 9.210000038146973, ""Volume"": 245400, ""Dividends"": 0.0}, {""Date"": ""2025-02-05 00:00:00-05:00"", ""Open"": 9.149999618530273, ""High"": 9.25, ""Low"": 9.100000381469727, ""Close"": 9.210000038146973, ""Volume"": 409300, ""Dividends"": 0.0}, {""Date"": ""2025-02-06 00:00:00-05:00"", ""Open"": 9.279999732971191, ""High"": 9.279999732971191, ""Low"": 8.989999771118164, ""Close"": 9.039999961853027, ""Volume"": 247500, ""Dividends"": 0.0}, {""Date"": ""2025-02-07 00:00:00-05:00"", ""Open"": 9.029999732971191, ""High"": 9.350000381469727, ""Low"": 9.029999732971191, ""Close"": 9.300000190734863, ""Volume"": 308500, ""Dividends"": 0.0}, {""Date"": ""2025-02-10 00:00:00-05:00"", ""Open"": 9.34000015258789, ""High"": 9.720000267028809, ""Low"": 9.260000228881836, ""Close"": 9.5, ""Volume"": 485300, ""Dividends"": 0.0}, {""Date"": ""2025-02-11 00:00:00-05:00"", ""Open"": 9.550000190734863, ""High"": 9.710000038146973, ""Low"": 9.539999961853027, ""Close"": 9.680000305175781, ""Volume"": 368300, ""Dividends"": 0.0}, {""Date"": ""2025-02-12 00:00:00-05:00"", ""Open"": 9.670000076293945, ""High"": 9.779999732971191, ""Low"": 9.489999771118164, ""Close"": 9.550000190734863, ""Volume"": 447600, ""Dividends"": 0.0}, {""Date"": ""2025-02-13 00:00:00-05:00"", ""Open"": 9.529999732971191, ""High"": 9.75, ""Low"": 9.529999732971191, ""Close"": 9.710000038146973, ""Volume"": 326700, ""Dividends"": 0.0}, {""Date"": ""2025-02-14 00:00:00-05:00"", ""Open"": 9.770000457763672, ""High"": 9.770000457763672, ""Low"": 9.630000114440918, ""Close"": 9.670000076293945, ""Volume"": 386700, ""Dividends"": 0.0}, {""Date"": ""2025-02-18 00:00:00-05:00"", ""Open"": 9.6899995803833, ""High"": 9.850000381469727, ""Low"": 9.600000381469727, ""Close"": 9.800000190734863, ""Volume"": 272900, ""Dividends"": 0.0}, {""Date"": ""2025-02-19 00:00:00-05:00"", ""Open"": 9.819999694824219, ""High"": 10.079999923706055, ""Low"": 9.800000190734863, ""Close"": 10.079999923706055, ""Volume"": 419000, ""Dividends"": 0.0}]",Millennium Tower,Suite 2200 440–2nd Avenue SW,Calgary,AB,T2P 5E9,Canada,403 718 8000,403 718 8332,https://www.advantageog.com,Oil & Gas E&P,oil-gas-e-p,Oil & Gas E&P,Energy,energy,Energy,"Advantage Energy Ltd., together with its subsidiaries, engages in the acquisition, exploitation, development, and production natural gas, crude oil, and natural gas liquids (NGLs) in the Province of Alberta, Canada. The company was formerly known as Advantage Oil & Gas Ltd. and changed its name to Advantage Energy Ltd. in May 2021. Advantage Energy Ltd. was founded in 2001 and is headquartered in Calgary, Canada.",82.0,"[{'maxAge': 1, 'name': 'Mr. Michael E. Belenkie B.Sc., P. Eng.', 'age': 49, 'title': 'President, CEO & Director', 'yearBorn': 1975, 'fiscalYear': 2023, 'totalPay': 1091171, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Craig  Blackwood', 'age': 55, 'title': 'Chief Financial Officer', 'yearBorn': 1969, 'fiscalYear': 2023, 'totalPay': 765925, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Geoff  Keyser', 'title': 'VP of Corporate Development', 'fiscalYear': 2023, 'totalPay': 580850, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Neil G. Bokenfohr B.Sc, P.Eng.', 'title': 'Senior Vice President', 'fiscalYear': 2023, 'totalPay': 682524, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Darren  Tisdale', 'title': 'Vice President of Geosciences', 'fiscalYear': 2023, 'totalPay': 589650, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Brian  Bagnell C.F.A.', 'title': 'VP of Commodities & Capital Markets', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anthony B. Coombs', 'title': 'Controller', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jay Patrick Reid B.Comm., L.L.B.', 'age': 60, 'title': 'Corporate Secretary', 'yearBorn': 1964, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",4.0,5.0,3.0,3.0,2.0,1740787200.0,1703980800.0,[],86400,2,9.8,9.84,9.84,10.31,9.8,9.84,9.84,10.31,1235520000.0,0.0,16.81,1.29,73.35715,8.023438,596365,595665,501074,751580,751580,10.27,10.28,0.0,0.0,1712009088,8.27,11.73,3.4403183,9.6724,9.54285,0.0,0.0,CAD,False,2481669888.0,0.04364,149729155,166700000,1872680.0,1235259.0,1738281600.0,1740700800.0,0.0112,0.01622,0.37974,4.4,0.0128999995,170538000,9.798,1.0481731,1735603200,1767139200,1735603200,-0.582,21719000,0.14,1.28,4.987,8.528,0.03319919,0.08275449,EQUITY,10.27,20.0,11.0,13.72727,13.0,1.81818,buy,11,20146000.0,0.121,290988992.0,788936000,0.412,0.653,497631008.0,48.278,3.035,0.02149,0.012610001,270744992.0,-67493376.0,217532992.0,-0.592,0.063,0.54407,0.58475,0.29923,CAD,AAV.TO,en-US,US,Equity,Delayed Quote,True,HIGH,ADVANTAGE ENERGY LTD,Advantage Energy Ltd.,POSTPOST,[],1742414401,TOR,finmb_878630,America/Toronto,EDT,-14400000,ca_market,False,0.47000027,9.84 - 10.31,Toronto,501074,2.0,0.24183795,8.27 - 11.73,-1.4599991,-0.124467105,3.319919,1741127783.0,1745438400,1745870400,1741186800.0,1741186800.0,True,0.14,1.28,1.0825,9.487299,0.5976,0.06178404,0.7271509,0.07619851,15,15,Advantage Oil & Gas Ltd.,2025-03-19,1.8 - Buy,False,1256823000000,False,4.795921,10.27,None,,,,,,,,,
AEM,"[{""Date"": ""2025-01-02 00:00:00-05:00"", ""Open"": 114.10822451845856, ""High"": 117.91217134928654, ""Low"": 114.04847920817521, ""Close"": 117.56363677978516, ""Volume"": 793500, ""Dividends"": 0.0}, {""Date"": ""2025-01-03 00:00:00-05:00"", ""Open"": 117.29477543291316, ""High"": 117.71300780005615, ""Low"": 116.43839053029569, ""Close"": 116.64750671386719, ""Volume"": 636700, ""Dividends"": 0.0}, {""Date"": ""2025-01-06 00:00:00-05:00"", ""Open"": 116.49813044963695, ""High"": 116.49813044963695, ""Low"": 113.43108563519942, ""Close"": 113.67007446289062, ""Volume"": 690100, ""Dividends"": 0.0}, {""Date"": ""2025-01-07 00:00:00-05:00"", ""Open"": 116.52800781746836, ""High"": 118.260697780948, ""Low"": 115.21355781601517, ""Close"": 116.09981536865234, ""Volume"": 1311200, ""Dividends"": 0.0}, {""Date"": ""2025-01-08 00:00:00-05:00"", ""Open"": 117.25494276141472, ""High"": 119.57514854769336, ""Low"": 116.64750678136207, ""Close"": 119.45565032958984, ""Volume"": 907600, ""Dividends"": 0.0}, {""Date"": ""2025-01-09 00:00:00-05:00"", ""Open"": 119.69463472807344, ""High"": 121.55677533851797, ""Low"": 119.69463472807344, ""Close"": 121.23812103271484, ""Volume"": 389100, ""Dividends"": 0.0}, {""Date"": ""2025-01-10 00:00:00-05:00"", ""Open"": 121.87542916115972, ""High"": 123.0703809038547, ""Low"": 120.4016558516571, ""Close"": 121.17837524414062, ""Volume"": 961600, ""Dividends"": 0.0}, {""Date"": ""2025-01-13 00:00:00-05:00"", ""Open"": 119.25649469500574, ""High"": 119.45565079530316, ""Low"": 116.91637632857903, ""Close"": 118.111328125, ""Volume"": 830300, ""Dividends"": 0.0}, {""Date"": ""2025-01-14 00:00:00-05:00"", ""Open"": 118.31047705602222, ""High"": 120.10291223935549, ""Low"": 117.48397245228534, ""Close"": 120.02324676513672, ""Volume"": 839000, ""Dividends"": 0.0}, {""Date"": ""2025-01-15 00:00:00-05:00"", ""Open"": 121.39745209889203, ""High"": 121.39745209889203, ""Low"": 118.61918130630517, ""Close"": 120.32199096679688, ""Volume"": 764700, ""Dividends"": 0.0}, {""Date"": ""2025-01-16 00:00:00-05:00"", ""Open"": 121.56673865494008, ""High"": 122.85131599611321, ""Low"": 120.55102280502733, ""Close"": 120.70039367675781, ""Volume"": 685900, ""Dividends"": 0.0}, {""Date"": ""2025-01-17 00:00:00-05:00"", ""Open"": 120.142750579007, ""High"": 122.81148331124267, ""Low"": 119.34611099430573, ""Close"": 122.5724868774414, ""Volume"": 661800, ""Dividends"": 0.0}, {""Date"": ""2025-01-20 00:00:00-05:00"", ""Open"": 121.98497096665061, ""High"": 123.67782058603605, ""Low"": 121.98497096665061, ""Close"": 123.4886245727539, ""Volume"": 185600, ""Dividends"": 0.0}, {""Date"": ""2025-01-21 00:00:00-05:00"", ""Open"": 123.97656083097614, ""High"": 127.08344605430497, ""Low"": 123.86702269956493, ""Close"": 126.56562805175781, ""Volume"": 1044400, ""Dividends"": 0.0}, {""Date"": ""2025-01-22 00:00:00-05:00"", ""Open"": 127.51164133575267, ""High"": 129.4434874084083, ""Low"": 126.22706398203697, ""Close"": 127.84025573730469, ""Volume"": 602000, ""Dividends"": 0.0}, {""Date"": ""2025-01-23 00:00:00-05:00"", ""Open"": 129.45344019672203, ""High"": 129.45344019672203, ""Low"": 124.76324339050359, ""Close"": 126.94403839111328, ""Volume"": 770500, ""Dividends"": 0.0}, {""Date"": ""2025-01-24 00:00:00-05:00"", ""Open"": 128.45763754620407, ""High"": 128.5472555070819, ""Low"": 127.33239120815932, ""Close"": 128.42776489257812, ""Volume"": 688500, ""Dividends"": 0.0}, {""Date"": ""2025-01-27 00:00:00-05:00"", ""Open"": 126.30671545611057, ""High"": 128.06927799515597, ""Low"": 125.3408000660999, ""Close"": 127.97966003417969, ""Volume"": 695300, ""Dividends"": 0.0}, {""Date"": ""2025-01-28 00:00:00-05:00"", ""Open"": 128.2485142958433, ""High"": 129.0053287097954, ""Low"": 127.32243164041543, ""Close"": 128.95553588867188, ""Volume"": 644200, ""Dividends"": 0.0}, {""Date"": ""2025-01-29 00:00:00-05:00"", ""Open"": 129.45343762403343, ""High"": 131.1960800535877, ""Low"": 128.20869303149465, ""Close"": 129.4335174560547, ""Volume"": 608200, ""Dividends"": 0.0}, {""Date"": ""2025-01-30 00:00:00-05:00"", ""Open"": 131.93297224166372, ""High"": 136.27464191974994, ""Low"": 131.00687437820997, ""Close"": 136.15513610839844, ""Volume"": 1034800, ""Dividends"": 0.0}, {""Date"": ""2025-01-31 00:00:00-05:00"", ""Open"": 136.99162172366712, ""High"": 137.82808646483983, ""Low"": 134.4423719685215, ""Close"": 134.5120849609375, ""Volume"": 1346700, ""Dividends"": 0.0}, {""Date"": ""2025-02-03 00:00:00-05:00"", ""Open"": 135.13943206196583, ""High"": 141.39302742264826, ""Low"": 135.13943206196583, ""Close"": 137.58908081054688, ""Volume"": 1480900, ""Dividends"": 0.0}, {""Date"": ""2025-02-04 00:00:00-05:00"", ""Open"": 137.22064170430843, ""High"": 138.75416029838348, ""Low"": 135.03984682993607, ""Close"": 136.24476623535156, ""Volume"": 1114300, ""Dividends"": 0.0}, {""Date"": ""2025-02-05 00:00:00-05:00"", ""Open"": 137.7384644518937, ""High"": 141.7913449300566, ""Low"": 137.7384644518937, ""Close"": 140.54660034179688, ""Volume"": 1352400, ""Dividends"": 0.0}, {""Date"": ""2025-02-06 00:00:00-05:00"", ""Open"": 140.28770281711888, ""High"": 141.03454959072852, ""Low"": 138.85375458064652, ""Close"": 141.0245819091797, ""Volume"": 841300, ""Dividends"": 0.0}, {""Date"": ""2025-02-07 00:00:00-05:00"", ""Open"": 141.40298747721312, ""High"": 142.28924503037638, ""Low"": 139.84954863747848, ""Close"": 139.88937377929688, ""Volume"": 685100, ""Dividends"": 0.0}, {""Date"": ""2025-02-10 00:00:00-05:00"", ""Open"": 142.84688100509663, ""High"": 144.6393161895744, ""Low"": 142.08011411055756, ""Close"": 143.2053680419922, ""Volume"": 1069100, ""Dividends"": 0.0}, {""Date"": ""2025-02-11 00:00:00-05:00"", ""Open"": 141.34324626238714, ""High"": 141.99050739948458, ""Low"": 139.83958500769995, ""Close"": 139.91925048828125, ""Volume"": 693000, ""Dividends"": 0.0}, {""Date"": ""2025-02-12 00:00:00-05:00"", ""Open"": 138.28614486224163, ""High"": 143.03609463546954, ""Low"": 138.24631971963245, ""Close"": 141.63201904296875, ""Volume"": 1032700, ""Dividends"": 0.0}, {""Date"": ""2025-02-13 00:00:00-05:00"", ""Open"": 142.0303377221601, ""High"": 142.48839520990774, ""Low"": 140.6561348696458, ""Close"": 142.42864990234375, ""Volume"": 726700, ""Dividends"": 0.0}, {""Date"": ""2025-02-14 00:00:00-05:00"", ""Open"": 140.3374747669058, ""High"": 140.40718775638032, ""Low"": 134.74110803209103, ""Close"": 135.21908569335938, ""Volume"": 1553200, ""Dividends"": 0.0}, {""Date"": ""2025-02-18 00:00:00-05:00"", ""Open"": 136.48375656495062, ""High"": 138.34588966649804, ""Low"": 134.482212672827, ""Close"": 137.3600616455078, ""Volume"": 1455400, ""Dividends"": 0.0}, {""Date"": ""2025-02-19 00:00:00-05:00"", ""Open"": 136.5235900188179, ""High"": 140.0088748021394, ""Low"": 136.20492811663192, ""Close"": 138.84378051757812, ""Volume"": 1143800, ""Dividends"": 0.0}]",145 King Street East,Suite 400,Toronto,ON,M5C 2Y7,Canada,416-947-1212,416-367-4681,https://www.agnicoeagle.com,Gold,gold,Gold,Basic Materials,basic-materials,Basic Materials,"Agnico Eagle Mines Limited, a gold mining company, engages in the exploration, development, and production of precious metals. It explores for gold, silver, zinc, and copper. The company's mines are located in Canada, Australia, Finland, and Mexico; and with exploration and development activities in Canada, Australia, Europe, Latin America, and the United States. Agnico Eagle Mines Limited was incorporated in 1953 and is headquartered in Toronto, Canada.",,"[{'maxAge': 1, 'name': 'Mr. Ammar  Al-Joundi M.B.A.', 'age': 60, 'title': 'CEO, President & Director', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 4174608, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. James R. Porter B.A.Sc., CPA, CA, CPA, (Illinois)', 'title': 'Executive VP of Finance & CFO', 'fiscalYear': 2023, 'totalPay': 1314517, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jean  Robitaille', 'age': 61, 'title': 'Executive VP and Chief Strategy & Technology Officer', 'yearBorn': 1963, 'fiscalYear': 2023, 'totalPay': 1454826, 'exercisedValue': 630349, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Natasha Nella Dominica Vaz MBA, P. Eng.', 'age': 43, 'title': 'Executive VP and COO of Ontario, Australia & Mexico', 'yearBorn': 1981, 'fiscalYear': 2023, 'totalPay': 1515104, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jean-Marie  Clouet', 'title': 'Vice President of Investor Relations', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christopher  Vollmershausen L.L.B.', 'title': 'Executive VP of Legal, General Counsel & Corporate Secretary', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peter J. Netupsky C.A., C.F.A., CPA', 'age': 42, 'title': 'Vice President of Corporate Development', 'yearBorn': 1982, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Carol-Ann  Plummer-Theriault B.Sc., Eng., P.Eng.', 'title': 'Executive Vice President of Sustainability, People & Culture', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Dominique  Girard B.Sc., ENG., P.Eng.', 'title': 'Executive VP and COO of Nunavut, Quebec & Europe', 'fiscalYear': 2023, 'totalPay': 1510945, 'exercisedValue': 87573, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Guy  Gosselin Eng., Ing, M.Sc., P.Eng., P.Geo.', 'title': 'Executive Vice President of Exploration', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",3.0,7.0,4.0,1.0,4.0,1740787200.0,1703980800.0,[],86400,2,151.33,151.38,149.46,151.5,151.33,151.38,149.46,151.5,1740700800.0,0.42330003,2.39,0.995,27.832415,32.57112,882120,880020,968320,1166670,1166670,151.12,151.19,,,76001918976,75.74,153.94,9.172603,135.97,114.9779,1.6,0.010572921,CAD,False,76249874432.0,0.22878,501296966,502225984,1258587.0,1775750.0,1738281600.0,1740700800.0,0.0025,0.00057,0.70824,1.13,0.0026,502891008,41.522,3.6397574,1735603200,1767139200,1735603200,,1895581056,5.43,4.64,9.203,16.996,0.980734,0.08275449,EQUITY,151.13,190.27686,81.893456,159.13545,167.7268,1.66667,buy,8,933737024.0,1.859,4486336000.0,1282182016,0.743,1.855,8285752832.0,6.155,16.575,0.064050004,0.09418,5197601792.0,2045402880.0,3960891904.0,,0.266,0.62729,0.54145,0.36200002,USD,AEM.TO,en-US,US,Equity,Delayed Quote,True,HIGH,AGNICO EAGLE MINES LIMITED,Agnico Eagle Mines Limited,POSTPOST,[],1742414401,TOR,finmb_248095,America/Toronto,EDT,-14400000,ca_market,False,-0.19999695,149.46 - 151.5,Toronto,968320,75.39001,0.99537903,75.74 - 153.94,-2.8099976,-0.01825385,98.0734,1739484020.0,1745438400,1745870400,1739548800.0,1739548800.0,True,5.43,4.64,4.71773,32.034473,15.160004,0.11149521,36.152107,0.31442657,15,15,,,1.7 - Buy,False,789921000000,False,-0.13215949,151.13,None,2.31,1.53,0.577,1740700800.0,1741910400.0,,,,
